difficulty-btc-trx-90,mining_profitability-btc-sma-30,mining_profitability-btc-trx-90,sentinusd-btc-sma-90,marketcap-btc-trx-90,transactionvalue-btc-sma-14,transactionvalue-btc-sma-90,mediantransactionvalue-btc-sma-90,fee_to_reward-btc-sma-90,fee_to_reward-btc-ema-90,fee_to_reward-btc-std-90,fee_to_reward-btc-var-90,size-btc-sma-7,size-btc-sma-90,size-btc-wma-7,size-btc-std-30,size-btc-std-90,size-btc-var-30,size-btc-var-90,top100cap-btc-sma-90,top100cap-btc-std-90,top100cap-btc-trx-90
0.226,2.412,-0.88,210134716,-0.255,2529,2333,57.88,0.436,0.449,0.431,0.046,389160,397178,394898,81972,86915,1679841091,1888565215,20.414,0.701,-0.004
0.224,2.415,-0.876,210848849,-0.254,2537,2339,58.001,0.437,0.448,0.431,0.046,390578,396897,392919,80925,86956,1637217185,1890326289,20.409,0.693,-0.004
0.222,2.409,-0.872,211280076,-0.253,2539,2347,58.349,0.438,0.449,0.43,0.046,401506,397520,400832,80909,86870,1636572070,1886578600,20.405,0.685,-0.004
0.22,2.425,-0.868,212305962,-0.251,2536,2356,58.91,0.439,0.449,0.43,0.046,395172,397474,398800,80895,86874,1636006762,1886767209,20.401,0.678,-0.004
0.218,2.432,-0.863,212975854,-0.25,2512,2360,59.426,0.44,0.448,0.43,0.046,397596,398084,400668,80200,86237,1608028191,1859197035,20.397,0.671,-0.005
0.216,2.429,-0.859,214124372,-0.249,2511,2367,59.486,0.439,0.447,0.43,0.046,396445,397349,390057,81680,86560,1667919878,1873159489,20.393,0.664,-0.005
0.214,2.443,-0.855,214245704,-0.247,2504,2370,59.687,0.438,0.445,0.43,0.046,384786,395550,375745,84445,84564,1782733792,1787756631,20.39,0.657,-0.005
0.212,2.451,-0.85,214765926,-0.246,2450,2374,59.957,0.438,0.444,0.43,0.046,380538,395038,372028,82762,84621,1712399998,1790170537,20.387,0.65,-0.005
0.211,2.453,-0.846,214653338,-0.244,2445,2372,59.982,0.438,0.443,0.43,0.046,381637,394151,374128,82078,83172,1684199702,1729401919,20.383,0.64,-0.005
0.209,2.468,-0.841,214438915,-0.243,2401,2373,60.002,0.437,0.44,0.431,0.046,365856,393006,356661,86647,84823,1876946092,1798729305,20.379,0.631,-0.005
0.207,2.468,-0.837,214817099,-0.241,2356,2378,60.121,0.437,0.44,0.431,0.046,363256,392223,358990,86425,84165,1867337760,1770915848,20.376,0.621,-0.006
0.205,2.465,-0.832,215629797,-0.24,2364,2385,60.834,0.439,0.44,0.431,0.046,370059,393215,380743,88431,84771,1954995810,1796517615,20.372,0.611,-0.006
0.203,2.468,-0.828,216551267,-0.238,2353,2392,61.436,0.439,0.44,0.43,0.046,375075,394042,385795,88440,83173,1955413354,1729416344,20.368,0.601,-0.006
0.201,2.475,-0.823,216777585,-0.237,2322,2396,62.03,0.439,0.438,0.43,0.046,374370,393507,375591,90940,84080,2067506638,1767349554,20.365,0.593,-0.006
0.2,2.468,-0.819,218190387,-0.235,2367,2411,62.585,0.44,0.439,0.43,0.046,380395,393625,385021,91203,84154,2079498839,1770475317,20.363,0.588,-0.006
0.198,2.461,-0.814,219238530,-0.233,2396,2427,63.042,0.442,0.439,0.429,0.046,386762,394484,398300,89322,84186,1994599971,1771841247,20.361,0.581,-0.006
0.196,2.477,-0.81,218906083,-0.232,2343,2426,63.039,0.441,0.437,0.43,0.046,399195,394419,401308,81201,84164,1648382326,1770897895,20.358,0.573,-0.006
0.194,2.464,-0.805,219205070,-0.23,2310,2432,63.087,0.441,0.437,0.43,0.046,406411,394310,407931,78945,83975,1558066935,1762949446,20.355,0.566,-0.006
0.193,2.477,-0.8,219519226,-0.228,2305,2437,63.325,0.442,0.439,0.429,0.046,401948,395013,411086,79315,83730,1572716591,1752691203,20.353,0.558,-0.006
0.191,2.48,-0.796,219350116,-0.227,2311,2436,63.617,0.443,0.439,0.429,0.046,408742,395834,420055,79420,83944,1576890616,1761664362,20.35,0.549,-0.006
0.189,2.478,-0.791,217703863,-0.225,2292,2419,63.751,0.445,0.44,0.429,0.046,425680,396693,431075,82089,84674,1684640978,1792432910,20.347,0.54,-0.006
0.188,2.487,-0.786,218692858,-0.223,2289,2423,63.808,0.446,0.441,0.429,0.046,427120,396472,430198,74209,84303,1376727038,1776764695,20.344,0.531,-0.006
0.186,2.488,-0.782,217413369,-0.222,2266,2402,63.638,0.447,0.442,0.429,0.046,433760,397420,443414,78888,86100,1555817415,1853316792,20.341,0.522,-0.006
0.185,2.485,-0.777,214138644,-0.22,2302,2373,63.731,0.454,0.456,0.447,0.05,431021,397100,429881,76282,86148,1454749857,1855376964,20.337,0.511,-0.006
0.183,2.475,-0.772,213918523,-0.218,2339,2374,64.066,0.457,0.46,0.449,0.05,446066,398486,454876,89588,90592,2006499944,2051744947,20.334,0.501,-0.006
0.181,2.478,-0.768,214095555,-0.217,2333,2374,64.445,0.458,0.461,0.449,0.05,453170,399232,460549,90173,91781,2032780924,2105949026,20.33,0.485,-0.005
0.18,2.475,-0.763,214015468,-0.215,2341,2368,64.63,0.459,0.462,0.449,0.05,458020,399176,465200,92562,91598,2141952753,2097528613,20.327,0.472,-0.005
0.178,2.465,-0.758,214375030,-0.213,2345,2368,64.747,0.459,0.462,0.449,0.05,455123,399631,458832,92637,91849,2145396410,2109057659,20.322,0.455,-0.005
0.176,2.453,-0.753,214368556,-0.212,2342,2364,65.473,0.46,0.462,0.449,0.05,455071,400013,450503,91170,91929,2077977437,2112719223,20.319,0.446,-0.005
0.174,2.469,-0.749,209914312,-0.21,2337,2314,66.149,0.46,0.459,0.449,0.05,427561,399297,408588,101230,94388,2561873480,2227288989,20.323,0.447,-0.005
0.173,2.454,-0.744,208527931,-0.209,2395,2310,66.158,0.459,0.456,0.45,0.051,424196,398297,390715,102808,94291,2642384373,2222677755,20.327,0.448,-0.005
0.171,2.457,-0.739,207396833,-0.207,2412,2302,66.206,0.459,0.456,0.45,0.051,401506,397983,377710,103137,94448,2659301466,2230109685,20.333,0.449,-0.005
0.169,2.451,-0.734,207500909,-0.206,2425,2300,66.789,0.46,0.456,0.449,0.05,394474,398119,382218,103080,94537,2656355067,2234300505,20.338,0.451,-0.005
0.168,2.445,-0.729,207487511,-0.204,2408,2290,67.141,0.46,0.457,0.449,0.05,397136,398438,406200,107481,95579,2888059951,2283828258,20.344,0.452,-0.005
0.166,2.432,-0.725,207477581,-0.203,2426,2285,67.556,0.462,0.458,0.449,0.05,400931,399392,421693,109029,96266,2971809149,2316778099,20.35,0.452,-0.005
0.164,2.428,-0.72,207962539,-0.201,2455,2284,68.044,0.463,0.459,0.449,0.05,409119,400337,441242,109860,97698,3017296940,2386209784,20.356,0.451,-0.005
0.162,2.43,-0.715,208389136,-0.199,2501,2289,68.476,0.464,0.458,0.448,0.05,421641,400613,432728,107342,97268,2880591655,2365283505,20.363,0.451,-0.004
0.161,2.427,-0.71,208259400,-0.198,2555,2294,68.449,0.464,0.458,0.448,0.05,428905,400352,429049,106090,97073,2813757215,2355814462,20.369,0.451,-0.004
0.159,2.425,-0.705,209455205,-0.196,2560,2300,68.702,0.466,0.46,0.449,0.05,449002,401480,450035,111065,99876,3083862709,2493803443,20.375,0.45,-0.004
0.157,2.41,-0.701,209317950,-0.195,2648,2296,69.086,0.469,0.465,0.45,0.051,471024,403659,481208,116619,106061,3399993768,2812212993,20.382,0.449,-0.004
0.156,2.43,-0.696,211076053,-0.193,2724,2306,69.928,0.47,0.467,0.451,0.051,473989,404260,491241,118455,107862,3507918921,2908563627,20.389,0.447,-0.004
0.154,2.439,-0.691,212463919,-0.191,2763,2316,70.572,0.472,0.472,0.454,0.051,477592,405087,493827,119722,109156,3583342812,2978771028,20.395,0.446,-0.004
0.153,2.433,-0.686,214979306,-0.19,2809,2336,70.995,0.477,0.478,0.456,0.052,482835,406981,503386,121979,110848,3719727268,3071837049,20.404,0.448,-0.004
0.151,2.43,-0.681,216231955,-0.188,2813,2350,71.373,0.478,0.478,0.456,0.052,492127,407533,492704,115633,111008,3342734584,3080674439,20.412,0.452,-0.004
0.15,2.431,-0.676,215959135,-0.186,2800,2353,71.421,0.477,0.477,0.456,0.052,499677,408019,484615,115234,111534,3319726097,3109950188,20.42,0.457,-0.003
0.149,2.453,-0.671,216268241,-0.184,2796,2349,71.614,0.482,0.483,0.457,0.052,510577,411313,506984,126362,115169,3991854231,3315959313,20.429,0.457,-0.003
0.147,2.436,-0.666,216630637,-0.182,2784,2344,71.744,0.484,0.484,0.457,0.052,503127,413636,509725,127519,115534,4065267730,3337012953,20.437,0.459,-0.003
0.146,2.443,-0.661,217014964,-0.18,2796,2345,71.963,0.484,0.482,0.457,0.052,485174,413830,480314,129479,115284,4191211454,3322596032,20.446,0.46,-0.003
0.145,2.439,-0.656,216805100,-0.178,2772,2340,72.064,0.485,0.481,0.456,0.052,467233,414472,448707,133273,113393,4440418501,3214504201,20.453,0.463,-0.003
0.143,2.441,-0.651,219006850,-0.176,2820,2355,72.467,0.487,0.481,0.455,0.052,453085,415305,436097,133740,112343,4471589206,3155209733,20.461,0.464,-0.003
0.142,2.44,-0.646,220861517,-0.174,2865,2371,72.736,0.489,0.482,0.454,0.051,459545,416779,444157,134365,112497,4513494614,3163882907,20.469,0.467,-0.002
0.141,2.442,-0.641,220897329,-0.172,2797,2372,72.883,0.489,0.481,0.454,0.051,452814,416749,432435,134674,112500,4534244994,3164049509,20.477,0.467,-0.002
0.14,2.446,-0.635,222253624,-0.17,2789,2382,73.479,0.49,0.482,0.454,0.051,438225,417712,440989,134907,113402,4549954360,3215013789,20.485,0.465,-0.002
0.139,2.453,-0.63,224051073,-0.168,2722,2389,75.137,0.493,0.49,0.459,0.053,449198,419146,481021,142303,119096,5062502193,3545963302,20.493,0.461,-0.002
0.137,2.461,-0.625,225444742,-0.166,2637,2396,75.484,0.496,0.493,0.459,0.053,484756,422116,527318,153800,126836,5913634874,4021824036,20.502,0.456,-0.001
0.136,2.474,-0.62,227037086,-0.163,2602,2403,76.484,0.498,0.496,0.459,0.053,501628,422861,525342,153883,127324,5919969780,4052861818,20.511,0.451,-0.001
0.135,2.485,-0.614,229141715,-0.161,2516,2416,77.193,0.501,0.497,0.459,0.053,503541,423864,507481,154226,126112,5946393915,3976044974,20.519,0.443,-0.001
0.134,2.493,-0.609,230507080,-0.159,2487,2428,77.576,0.501,0.496,0.458,0.053,489638,423976,478597,156094,125966,6091297994,3966848475,20.527,0.434,-0.001
0.133,2.501,-0.604,231773043,-0.156,2504,2438,78.807,0.502,0.498,0.459,0.053,493849,423680,466721,155629,125667,6055120905,3948061093,20.536,0.425,-0.001
0.132,2.513,-0.598,233982494,-0.154,2507,2444,79.679,0.506,0.505,0.462,0.053,496799,424944,470178,142810,126728,5098659824,4015015538,20.544,0.418,-0.0006
0.131,2.525,-0.593,235087510,-0.151,2477,2442,80.54,0.515,0.522,0.489,0.06,521167,428351,538211,173848,145639,7555768259,5302654342,20.552,0.414,-0.0001999999999999
0.13,2.538,-0.587,236517553,-0.149,2420,2440,81.678,0.522,0.538,0.513,0.066,535836,431661,592186,192046,159366,9220397341,6349366557,20.56,0.406,0.0002
0.128,2.544,-0.581,238008760,-0.146,2405,2437,82.205,0.528,0.552,0.53,0.07,574092,435766,644390,210235,171879,11049714500,7385638085,20.568,0.398,0.0006
0.127,2.561,-0.576,241888607,-0.143,2369,2450,82.451,0.533,0.561,0.538,0.072,604690,438568,661958,216177,177089,11683070513,7840139947,20.577,0.389,0.001
0.126,2.588,-0.57,244563279,-0.14,2301,2458,82.473,0.54,0.571,0.548,0.075,655889,442736,697385,231530,187886,13401516709,8825278130,20.585,0.38,0.001
0.125,2.6,-0.564,246389998,-0.137,2285,2458,82.098,0.549,0.587,0.57,0.081,703695,446767,727607,248905,200396,15488472743,10039659165,20.592,0.371,0.001
0.124,2.618,-0.558,248314638,-0.134,2268,2464,81.934,0.554,0.594,0.573,0.082,733719,450340,731145,251281,207991,15785567648,10815062306,20.599,0.363,0.001
0.123,2.636,-0.552,250397393,-0.131,2288,2479,82.502,0.557,0.598,0.575,0.083,726147,453314,726696,254071,215313,16137970461,11589894687,20.605,0.358,0.001
0.122,2.658,-0.545,251356493,-0.127,2345,2485,82.839,0.56,0.6,0.575,0.083,715525,456621,710838,256872,218903,16495836479,11979676958,20.611,0.353,0.002
0.122,2.67,-0.539,252845194,-0.124,2417,2495,83.236,0.564,0.605,0.577,0.083,709044,459694,706778,262031,224604,17165079294,12611701387,20.618,0.349,0.002
0.121,2.664,-0.533,254535002,-0.12,2452,2508,83.492,0.568,0.606,0.576,0.083,713638,463123,698647,264746,228288,17522616645,13028820959,20.626,0.347,0.002
0.12,2.669,-0.527,254827093,-0.117,2425,2501,83.117,0.576,0.618,0.587,0.086,700520,466310,683881,264957,230866,17550496707,13324749406,20.633,0.343,0.002
0.119,2.682,-0.521,254030719,-0.114,2350,2492,82.608,0.577,0.615,0.586,0.086,680956,469061,668708,265326,233159,17599485649,13590810821,20.64,0.339,0.003
0.118,2.699,-0.515,254091172,-0.11,2338,2488,82.303,0.584,0.624,0.592,0.088,641114,469704,608206,265405,232503,17609898979,13514435370,20.647,0.334,0.003
0.118,2.702,-0.509,253985751,-0.107,2364,2482,81.872,0.588,0.628,0.593,0.088,615323,471284,581774,262440,232334,17218640997,13494798956,20.654,0.33,0.003
0.117,2.709,-0.502,254374876,-0.103,2403,2480,81.465,0.591,0.63,0.593,0.088,586792,471343,543695,265515,232323,17624571966,13493514582,20.429,4.343,0.002
0.116,2.714,-0.496,254368963,-0.1,2475,2481,81.615,0.594,0.633,0.594,0.088,544221,470321,497318,272008,232737,18497053432,13541664557,20.203,6.099,-0.0005
0.116,2.732,-0.49,255665441,-0.096,2510,2492,81.946,0.573,0.631,0.457,0.052,501320,470850,455316,272857,231660,18612779856,13416641728,19.977,7.425,-0.003
0.115,2.74,-0.484,255398712,-0.093,2524,2487,81.913,0.575,0.629,0.455,0.052,458470,470583,418642,273282,232139,18670821324,13472180822,19.983,7.428,-0.005
0.114,2.751,-0.478,254208619,-0.089,2525,2479,81.966,0.576,0.628,0.454,0.052,429021,470553,412446,272103,232158,18509957303,13474297833,19.989,7.43,-0.008
0.114,2.766,-0.471,254094859,-0.086,2530,2477,82.299,0.581,0.632,0.456,0.052,442318,472176,438197,270716,231812,18321738776,13434221412,19.995,7.432,-0.01
0.113,2.768,-0.465,254723760,-0.082,2522,2483,82.666,0.584,0.636,0.459,0.053,447889,473058,471213,264341,232755,17469023848,13543743595,20.001,7.434,-0.012
0.113,2.782,-0.459,255113854,-0.079,2457,2480,83.077,0.59,0.645,0.467,0.055,501765,477522,569277,278631,245012,19408753804,15007680080,20.007,7.437,-0.014
0.112,2.779,-0.453,255197028,-0.075,2384,2475,83.57,0.597,0.652,0.473,0.056,555442,482394,638090,286857,251125,20571696919,15765977045,20.013,7.439,-0.015
0.112,2.797,-0.447,256067205,-0.071,2314,2474,84.16,0.604,0.66,0.478,0.057,609699,486668,688233,292463,256456,21383716702,16442481809,20.019,7.441,-0.017
0.112,2.787,-0.441,256396664,-0.068,2286,2464,84.031,0.609,0.664,0.477,0.057,663290,490935,718248,292695,259694,21417599332,16860186192,20.024,7.443,-0.018
0.111,2.786,-0.435,255182942,-0.064,2298,2453,83.848,0.61,0.661,0.477,0.057,662492,490829,659451,292862,259789,21442084027,16872571284,20.03,7.444,-0.02
0.111,2.796,-0.428,254941587,-0.061,2315,2452,83.923,0.613,0.662,0.475,0.056,651473,491598,607550,287170,258948,20616658761,16763475306,20.036,7.446,-0.021
0.111,2.793,-0.422,255262460,-0.057,2338,2452,84.542,0.62,0.67,0.481,0.058,683346,496423,644056,288195,265306,20764040755,17596760212,20.04,7.448,-0.022
0.11,2.789,-0.416,255700732,-0.054,2366,2450,85.091,0.626,0.677,0.486,0.059,677738,500646,673441,292219,272363,21348019911,18545358520,20.044,7.449,-0.023
0.11,2.796,-0.411,256295754,-0.05,2332,2450,85.28,0.633,0.685,0.492,0.06,678890,504929,700277,293304,277940,21506792224,19312641691,20.047,7.45,-0.024
0.11,2.782,-0.405,257193433,-0.047,2307,2456,85.806,0.636,0.686,0.49,0.06,642048,506227,655085,294199,276706,21638282877,19141495734,20.049,7.45,-0.024
0.109,2.794,-0.399,258062835,-0.044,2387,2464,85.757,0.637,0.683,0.489,0.06,587843,505428,582154,306077,278083,23420741755,19332521768,20.05,7.451,-0.025
0.109,2.773,-0.393,258645375,-0.041,2509,2475,85.38,0.638,0.68,0.488,0.059,579325,505152,527312,317602,278577,25217809168,19401351120,20.054,7.452,-0.026
0.109,2.767,-0.387,259347467,-0.037,2529,2480,85.341,0.641,0.68,0.486,0.059,578672,505681,495061,317133,277976,25143359176,19317713843,20.061,7.455,-0.026
0.109,2.75,-0.382,259728613,-0.035,2511,2483,85.641,0.644,0.679,0.483,0.058,523363,506294,452976,315588,276887,24898888851,19166590809,20.068,7.458,-0.026
0.108,2.724,-0.377,260845778,-0.032,2565,2490,85.964,0.649,0.682,0.48,0.058,480825,508116,447916,312248,274613,24374654501,18853142552,20.074,7.461,-0.027
0.108,2.719,-0.371,262312438,-0.029,2629,2503,86.146,0.652,0.681,0.478,0.057,432094,508939,438701,310595,273393,24117287374,18685987840,20.08,7.463,-0.027
0.108,2.702,-0.366,264212582,-0.026,2724,2517,86.52,0.655,0.681,0.474,0.056,422833,509431,438999,311519,272685,24260946205,18589332324,20.086,7.466,-0.027
0.108,2.7,-0.361,265649949,-0.024,2823,2530,86.677,0.658,0.68,0.469,0.055,428700,510316,431140,311927,270623,24324559713,18309237747,20.091,7.468,-0.027
0.108,2.686,-0.356,266332124,-0.021,2919,2540,86.824,0.659,0.677,0.467,0.054,430132,510353,418590,313303,270550,24539736888,18299365967,20.095,7.47,-0.027
0.108,2.686,-0.351,267477354,-0.019,2988,2549,86.733,0.661,0.676,0.465,0.054,426555,510075,417378,312289,270847,24381092172,18339580424,20.1,7.471,-0.027
0.107,2.673,-0.346,269754678,-0.017,3086,2566,86.797,0.665,0.677,0.462,0.053,436406,511065,430561,309777,269738,23990392343,18189644994,20.103,7.473,-0.026
0.107,2.653,-0.341,271593671,-0.015,3124,2575,86.778,0.667,0.675,0.458,0.052,423725,511954,425048,310763,267921,24143389386,17945447978,20.107,7.474,-0.026
0.107,2.642,-0.337,272307150,-0.013,3176,2576,86.817,0.67,0.676,0.456,0.052,418495,511902,420956,313282,268001,24536468986,17956199464,20.109,7.475,-0.026
0.107,2.625,-0.333,273534795,-0.011,3189,2579,86.831,0.671,0.673,0.454,0.052,408877,511151,407823,317353,269251,25178183312,18123999571,20.112,7.476,-0.026
0.107,2.61,-0.328,274989190,-0.01,3153,2589,86.939,0.673,0.671,0.45,0.051,406986,510922,400143,318535,269668,25366195755,18180208583,20.113,7.476,-0.025
0.107,2.574,-0.324,275435193,-0.009,3075,2594,86.815,0.675,0.669,0.448,0.05,411300,510733,400570,316908,269930,25107683003,18215566758,20.115,7.477,-0.025
0.107,2.555,-0.321,277804563,-0.008,3130,2609,86.963,0.677,0.67,0.446,0.05,416904,511239,413874,312033,269411,24341157223,18145605003,20.117,7.477,-0.024
0.106,2.522,-0.317,279682800,-0.007,3195,2620,87.144,0.68,0.671,0.444,0.049,417858,511774,431139,310755,269017,24142241903,18092531810,20.119,7.478,-0.024
0.106,2.506,-0.314,280896258,-0.006,3186,2629,87.226,0.682,0.67,0.442,0.049,413617,511016,422842,314337,270058,24701928925,18232859694,20.121,7.479,-0.023
0.106,2.483,-0.311,281822139,-0.006,3152,2637,87.608,0.684,0.671,0.44,0.048,418067,511198,429064,314576,269841,24739531843,18203540189,20.123,7.479,-0.023
0.106,2.456,-0.308,283505808,-0.005,3144,2654,88.325,0.686,0.67,0.438,0.048,424776,510453,427778,291000,270551,21170273748,18299469995,20.125,7.48,-0.022
0.106,2.439,-0.305,283710542,-0.005,3088,2652,88.107,0.68,0.667,0.432,0.047,420891,510134,409325,275559,271233,18983183277,18391824189,20.126,7.48,-0.022
0.106,2.409,-0.302,282659638,-0.005,2992,2642,87.665,0.678,0.663,0.433,0.047,415652,508368,397109,258192,272733,16665713564,18595801553,20.127,7.48,-0.021
0.107,2.392,-0.299,282914052,-0.005,2916,2640,87.338,0.681,0.664,0.432,0.047,414179,508206,406747,239057,272844,14287024688,18610940817,20.128,7.481,-0.021
0.107,2.379,-0.297,283361313,-0.005,2817,2640,87.284,0.682,0.664,0.43,0.046,409293,507984,416142,238814,272995,14258047356,18631541862,20.13,7.482,-0.02
0.107,2.353,-0.294,283978652,-0.005,2745,2637,88.171,0.692,0.679,0.449,0.05,462285,511573,502722,261501,277393,17095738336,19236754020,20.133,7.482,-0.02
0.107,2.341,-0.292,283987212,-0.005,2676,2628,87.992,0.695,0.68,0.446,0.05,470300,512382,510804,231629,276765,13412982687,19149764322,20.135,7.483,-0.019
0.107,2.311,-0.29,284555325,-0.006,2637,2626,87.803,0.699,0.679,0.439,0.048,462081,513137,482075,196397,274669,9642951406,18860705889,20.138,7.484,-0.018
0.107,2.287,-0.287,284859254,-0.006,2559,2615,87.535,0.703,0.681,0.433,0.047,475991,514163,478639,150127,273000,5634527902,18632205285,20.14,7.484,-0.018
0.107,2.27,-0.285,284994602,-0.007,2535,2613,87.338,0.705,0.679,0.43,0.046,481592,514597,462450,148296,272218,5497959819,18525725798,20.141,7.485,-0.017
0.107,2.252,-0.284,284730035,-0.007,2420,2608,86.91,0.709,0.682,0.427,0.046,484920,515241,461426,146240,271589,5346547099,18440197406,20.142,7.485,-0.017
0.108,2.237,-0.282,285469218,-0.007,2355,2612,86.827,0.712,0.683,0.425,0.045,519268,517483,513246,171016,274053,7311584435,18776256196,20.143,7.485,-0.016
0.108,2.224,-0.28,285951521,-0.008,2323,2613,86.897,0.714,0.684,0.422,0.045,515363,520474,565497,199053,277295,9905485571,19223142184,20.144,7.485,-0.015
0.108,2.217,-0.278,286390160,-0.008,2308,2614,86.817,0.715,0.683,0.421,0.044,544497,522912,611295,216742,279647,11744223727,19550566139,20.143,7.485,-0.015
0.109,2.205,-0.276,287148771,-0.009,2197,2606,86.237,0.721,0.689,0.419,0.044,593442,526500,649671,232224,280253,13482002978,19635435758,20.143,7.485,-0.014
0.109,2.182,-0.275,286355008,-0.009,2145,2588,85.9,0.726,0.693,0.415,0.043,623972,529335,666822,241953,280519,14635266465,19672677267,20.143,7.485,-0.013
0.11,2.174,-0.273,284867281,-0.01,2111,2572,85.092,0.727,0.692,0.414,0.043,654269,530562,666657,246909,281185,15240972307,19766279550,20.143,7.485,-0.013
0.11,2.153,-0.272,283585091,-0.01,2068,2550,84.303,0.729,0.695,0.414,0.043,692128,532438,688717,261181,284543,17053856691,20241226693,20.142,7.485,-0.012
0.111,2.144,-0.271,281967021,-0.011,2022,2531,83.343,0.73,0.695,0.413,0.043,692913,534510,690110,267209,286603,17850202413,20535353357,20.141,7.484,-0.012
0.111,2.116,-0.269,281453213,-0.012,2009,2520,82.461,0.731,0.696,0.413,0.043,685412,536637,685823,272206,287921,18524067268,20724558154,20.139,7.484,-0.011
0.112,2.109,-0.268,280108650,-0.012,1938,2492,81.539,0.731,0.697,0.413,0.043,686360,538741,690766,280288,290041,19640375325,21030967119,20.136,7.483,-0.01
0.112,2.1,-0.267,280386032,-0.013,1897,2483,81.096,0.733,0.697,0.409,0.042,666169,540036,658342,277653,289308,19272844685,20924765163,20.132,7.482,-0.01
0.113,2.089,-0.266,280756864,-0.014,1932,2480,81.061,0.736,0.697,0.405,0.041,638616,540141,609095,274987,289199,18904452713,20908952253,20.128,7.481,-0.009
