Date,bitcoin-size_raw,top100cap-btc_raw,difficulty-btc-sma-7,difficulty-btc-sma-90,difficulty-btc-ema-7,difficulty-btc-ema-30,difficulty-btc-ema-90,difficulty-btc-wma-3,difficulty-btc-wma-7,difficulty-btc-wma-90,difficulty-btc-std-14,difficulty-btc-std-90,difficulty-btc-var-14,difficulty-btc-trx-7,difficulty-btc-trx-14,difficulty-btc-trx-30,difficulty-btc-trx-90,difficulty-btc-rsi-14,difficulty-btc-rsi-30,difficulty-btc-rsi-90,difficulty-btc-roc-3,hashrate-btc-sma-3,hashrate-btc-sma-14,hashrate-btc-ema-3,hashrate-btc-ema-7,hashrate-btc-ema-14,hashrate-btc-ema-30,hashrate-btc-ema-90,hashrate-btc-wma-3,hashrate-btc-wma-7,hashrate-btc-wma-14,hashrate-btc-wma-30,hashrate-btc-wma-90,hashrate-btc-std-30,hashrate-btc-std-90,hashrate-btc-trx-7,hashrate-btc-trx-14,hashrate-btc-trx-30,hashrate-btc-trx-90,hashrate-btc-roc-90,mining_profitability-btc-sma-3,mining_profitability-btc-sma-7,mining_profitability-btc-sma-14,mining_profitability-btc-sma-90,mining_profitability-btc-ema-3,mining_profitability-btc-ema-7,mining_profitability-btc-ema-14,mining_profitability-btc-ema-30,mining_profitability-btc-ema-90,mining_profitability-btc-wma-3,mining_profitability-btc-wma-7,mining_profitability-btc-wma-14,mining_profitability-btc-wma-30,mining_profitability-btc-wma-90,mining_profitability-btc-std-14,mining_profitability-btc-std-90,mining_profitability-btc-var-14,mining_profitability-btc-var-90,mining_profitability-btc-trx-7,mining_profitability-btc-trx-14,mining_profitability-btc-trx-30,mining_profitability-btc-trx-90,sentinusd-btc-sma-7,sentinusd-btc-sma-14,sentinusd-btc-sma-30,sentinusd-btc-ema-30,sentinusd-btc-ema-90,sentinusd-btc-wma-7,sentinusd-btc-wma-14,sentinusd-btc-std-90,sentinusd-btc-mom-14,sentinusd-btc-var-30,sentinusd-btc-var-90,sentinusd-btc-trx-7,sentinusd-btc-trx-14,sentinusd-btc-trx-30,sentinusd-btc-trx-90,sentinusd-btc-rsi-90,transactionfees-btc-sma-7,transactionfees-btc-sma-90,transactionfees-btc-ema-30,transactionfees-btc-ema-90,transactionfees-btc-std-30,transactionfees-btc-trx-7,transactionfees-btc-trx-30,transactionfees-btc-trx-90,median_transaction_fee-btc-sma-3,median_transaction_fee-btc-sma-7,median_transaction_fee-btc-sma-90,median_transaction_fee-btc-ema-30,median_transaction_fee-btc-wma-14,median_transaction_fee-btc-std-7,median_transaction_fee-btc-std-30,median_transaction_fee-btc-trx-30,confirmationtime-btc-sma-30,confirmationtime-btc-sma-90,confirmationtime-btc-ema-90,confirmationtime-btc-wma-90,confirmationtime-btc-std-14,confirmationtime-btc-var-14,confirmationtime-btc-trx-14,confirmationtime-btc-trx-30,confirmationtime-btc-trx-90,marketcap-btc-sma-30,marketcap-btc-ema-30,marketcap-btc-ema-90,marketcap-btc-wma-30,marketcap-btc-wma-90,marketcap-btc-std-14,marketcap-btc-std-30,marketcap-btc-std-90,marketcap-btc-var-14,marketcap-btc-var-30,marketcap-btc-var-90,marketcap-btc-trx-7,marketcap-btc-rsi-90,marketcap-btc-roc-7,marketcap-btc-roc-14,marketcap-btc-roc-90,transactionvalue-btc-sma-14,transactionvalue-btc-sma-90,transactionvalue-btc-ema-7,transactionvalue-btc-ema-14,transactionvalue-btc-ema-90,transactionvalue-btc-wma-14,transactionvalue-btc-wma-90,transactionvalue-btc-std-30,transactionvalue-btc-var-30,transactionvalue-btc-trx-7,transactionvalue-btc-trx-30,transactionvalue-btc-trx-90,mediantransactionvalue-btc-sma-14,mediantransactionvalue-btc-sma-30,mediantransactionvalue-btc-sma-90,mediantransactionvalue-btc-ema-30,mediantransactionvalue-btc-wma-30,mediantransactionvalue-btc-std-7,mediantransactionvalue-btc-std-90,mediantransactionvalue-btc-var-7,mediantransactionvalue-btc-trx-30,fee_to_reward-btc-sma-7,fee_to_reward-btc-sma-14,fee_to_reward-btc-sma-90,fee_to_reward-btc-ema-90,fee_to_reward-btc-wma-14,fee_to_reward-btc-wma-90,fee_to_reward-btc-std-90,fee_to_reward-btc-var-90,fee_to_reward-btc-trx-7,fee_to_reward-btc-trx-14,fee_to_reward-btc-trx-90,size-btc-ema-3,size-btc-std-7,size-btc-std-30,size-btc-std-90,size-btc-var-7,size-btc-var-14,size-btc-var-90,size-btc-trx-7,size-btc-trx-30,transactions-btc-sma-30,transactions-btc-sma-90,transactions-btc-std-90,transactions-btc-var-14,transactions-btc-var-90,transactions-btc-trx-30,transactions-btc-trx-90,sentbyaddress-btc-sma-14,sentbyaddress-btc-sma-30,sentbyaddress-btc-ema-30,sentbyaddress-btc-wma-30,sentbyaddress-btc-var-30,sentbyaddress-btc-trx-14,sentbyaddress-btc-trx-90,top100cap-btc-sma-30,top100cap-btc-sma-90,top100cap-btc-wma-90,top100cap-btc-std-30,top100cap-btc-std-90,top100cap-btc-var-14,top100cap-btc-var-90,top100cap-btc-trx-14,top100cap-btc-rsi-30,top100cap-btc-roc-30,activeaddresses-btc-sma-90,activeaddresses-btc-std-7,activeaddresses-btc-var-90,activeaddresses-btc-trx-30,activeaddresses-btc-trx-90,price-btc-ema-30,price-btc-ema-90,price-btc-wma-30,price-btc-wma-90,price-btc-std-90,price-btc-trx-7,price-btc-trx-90,price-btc-rsi-90,bitcoin-price_raw_30d
2013-04-13,145189,20.138,7673000,4475627,7577557,6522918,5023075,7673000,7673000,5278743,928484,3087734,215520519761.0,1.384,1.767,1.394,0.387,99.915,98.62,93.644,6.882777777777777,64162643220993.0,61782278732706.0,63972739945752.0,63746965453545.0,61479302713700.0,55600984912757.0,41997335109082.0,63666992007672.0,64911460684914.0,63112370912324.0,59424157039204.0,44946063782755.0,15506433654622.0,29197883149984.0,1.274,1.581,1.533,0.518,207.729,6682.0,9320.0,8852.0,4839.0,7263.0,8343.0,8395.0,7500.0,5507.0,6600.0,8526.0,8974.0,8069.0,5915.0,4024.0,4415.0,4047471.0,4872858.0,1.205,2.527,1.78,0.291,217704574,207417876,159402573,162961905,99499051,204864821,211153832,152519887,-52446855,6873727930892684.0,5815578951777596.0,2.205,4.208,3.895,0.834,50.643,0.12,0.045,0.092,0.057,0.07,1.537,3.464,1.706,0.051,0.07,0.025,0.051,0.066,0.037,0.04,3.387,8.251,8.926,8.853,8.572,1.209,0.365,0.11,-0.17,-0.075,1027615878,1106150679,671762409,1234556942,741194598,697546580,879468861,884141326,121642807792453120,1.933663692785184e+17,1.954264710232443e+17,2.331,60.772,-26.406,13.17,631.553,4038,1538,3871,3822,2012,4144,2163,2866.0,2053298,2.443,3.712,0.312,118.852,82.721,41.856,92.368,102.945,177.736,89.999,7897.0,4.094,1.25,1.283,1.246,1.196,1.277,1.266,0.76,0.144,-0.189,0.215,0.649,162756,46533,69434,51184,541321269,626819957,654939242,0.371,0.197,55254,54965,15279,46204878,58358928,0.17,0.378,63298,54245,56853,59826,160688634,1.924,0.317,19.696,19.456,19.561,0.546,0.491,0.025,0.06,0.094,63.785,3.317,63979,34397,352764896,1.135,0.353,100.686,61.407,112.311,67.69,80.046,2.301,1.526,60.631,112.241
2013-04-14,175169,20.149,7673000,4524777,7601418,6597117,5081315,7673000,7673000,5349015,889543,3148331,197821785115.0,1.233,1.71,1.405,0.398,99.915,98.62,93.644,6.352333333333333,62745940739411.0,62288221277125.0,62804705554571.0,63219391881007.0,61500285173658.0,55990384025701.0,42428968868517.0,62404005978871.0,64111191850851.0,63092956569749.0,59805505495776.0,45485123414557.0,14831557300994.0,29497871637179.0,1.043,1.513,1.529,0.53,163.886,6245.0,8801.0,8767.0,4877.0,6521.0,7702.0,8046.0,7389.0,5513.0,6148.0,7641.0,8564.0,7976.0,5936.0,4225.0,4388.0,4461914.0,4813521.0,-0.041,2.193,1.763,0.307,208218748,202396454,153834507,156372495,98649095,165645190,191608255,151993415,-70299895,7010384976472504.0,5775499545862167.0,-0.064,3.527,3.775,0.877,49.789,0.115,0.046,0.092,0.058,0.068,0.379,3.396,1.738,0.047,0.067,0.025,0.05,0.064,0.041,0.039,3.343,8.286,8.928,8.865,8.583,1.297,0.42,0.132,-0.159,-0.076,1045551117,1100150530,679265397,1233623555,751838459,691481667,855279033,886199895,119536723886916864,1.8287555601922176e+17,1.963375635312388e+17,0.938,59.319,-35.18,3.704,579.723,3915,1549,3252,3498,1998,3791,2159,2931.0,2147692,0.324,3.608,0.349,118.671,83.466,42.28,89.54,100.739,182.09,89.76,8289.0,4.079,1.261,1.304,1.251,1.2,1.29,1.269,0.756,0.143,-0.241,0.189,0.642,168962,42449,69509,50778,450479934,558979276,644611706,0.053,0.207,55011,55086,15114,28592798,57106130,0.175,0.376,63687,54223,56083,59225,161081756,1.756,0.323,19.721,19.466,19.576,0.559,0.51,0.028,0.065,0.097,63.997,3.814,64280,41004,348988094,1.156,0.361,100.116,62.076,112.197,68.643,80.219,0.909,1.564,59.178,108.635
2013-04-15,161887,20.385,7673000,4573926,7619313,6666529,5138275,7673000,7673000,5418207,825541,3204770,170379496204.0,1.085,1.646,1.413,0.409,99.915,98.62,93.644,5.821888888888889,62181309598980.0,62037669432380.0,62399545929966.0,62913140487095.0,61566165324552.0,56377739011486.0,42858978042953.0,62028228761846.0,63438685498154.0,63053778573514.0,60168672260366.0,46022697086025.0,13806539915148.0,29756984964706.0,0.816,1.434,1.52,0.542,179.279,6080.0,8193.0,8670.0,4921.0,6193.0,7243.0,7755.0,7291.0,5521.0,5958.0,6907.0,8177.0,7886.0,5958.0,4419.0,4348.0,4882989.0,4725580.0,-1.062,1.833,1.73,0.323,189209704,198758577,153118397,151244995,98171011,132814566,174874895,151628775,-50930282,7104680291951536.0,5747821332686852.0,-1.955,2.811,3.615,0.916,50.147,0.115,0.047,0.094,0.059,0.067,-0.062,3.328,1.769,0.046,0.061,0.026,0.05,0.061,0.042,0.038,3.27,8.304,8.894,8.863,8.58,1.082,0.293,0.149,-0.148,-0.077,1061543417,1091184689,685461322,1228180256,761129145,704328896,830056902,886692561,124019798573336320,1.7224861510659648e+17,1.9655592463753626e+17,-0.238,58.305,-46.601,-7.536,545.312,3850,1560,2857,3255,1991,3492,2162,2977.0,2215376,-1.486,3.467,0.383,118.976,84.327,42.878,88.231,99.822,189.259,89.754,8955.0,4.011,1.347,1.37,1.259,1.213,1.354,1.28,0.764,0.146,0.361,0.261,0.635,165425,40965,66099,50775,419532052,461722047,644531554,-0.235,0.214,55688,55191,14960,26755214,55948836,0.177,0.375,64414,55075,56271,59533,146702119,1.59,0.329,19.754,19.479,19.596,0.594,0.542,0.041,0.074,0.103,68.177,5.048,64753,40592,362646540,1.174,0.37,99.277,62.627,111.674,69.473,80.252,-0.265,1.598,58.164,104.575
2013-04-16,181191,20.518,7673000,4623075,7632735,6731462,5193984,7673000,7673000,5486319,729914,3257267,133193653029.0,0.943,1.576,1.418,0.419,99.915,98.62,93.644,5.291444444444444,63895237885654.0,62481173667108.0,65227101059088.0,64198519412374.0,62431297439707.0,57131088506758.0,43412729210981.0,64964902056461.0,64329594732747.0,63856043474291.0,60877604016506.0,46683745221387.0,13803433440421.0,30164729405180.0,0.77,1.376,1.511,0.554,243.088,5527.0,6991.0,8452.0,4949.0,5565.0,6666.0,7379.0,7139.0,5508.0,5387.0,6093.0,7680.0,7734.0,5958.0,4816.0,4314.0,5797867.0,4652684.0,-2.006,1.442,1.678,0.338,160626486,189248048,156078117,149497519,98742178,116551920,164928301,151606045,-133147410,6661699350982028.0,5746098225175414.0,-3.072,2.188,3.446,0.952,51.183,0.102,0.048,0.091,0.059,0.065,-0.995,3.224,1.795,0.042,0.053,0.026,0.049,0.058,0.032,0.037,3.169,8.345,8.862,8.847,8.563,1.052,0.277,0.145,-0.139,-0.078,1073184749,1074228096,688601898,1213136003,767302309,757006008,806519155,884609359,143264524156524032,1.6261828681345062e+17,1.9563342943098416e+17,-1.306,55.839,-61.491,-29.984,446.896,3677,1576,2638,3085,1991,3243,2171,2916.0,2125679,-2.802,3.306,0.415,116.109,84.832,43.324,86.076,97.919,189.113,89.588,8941.0,3.894,1.355,1.357,1.258,1.212,1.326,1.278,0.764,0.146,0.393,0.275,0.628,173308,41170,59381,50783,423741141,458971350,644731362,-0.294,0.221,56771,55348,15180,29570612,57605566,0.182,0.373,64760,56172,56971,60310,135844174,1.467,0.336,19.791,19.494,19.619,0.639,0.582,0.061,0.085,0.112,70.193,5.801,65219,40075,376075002,1.188,0.378,97.713,62.899,110.28,70.021,80.054,-1.332,1.627,55.706,107.0
2013-04-17,163802,20.389,7725182,4676283,7734120,6815773,5256496,7855638,7764319,5561378,636383,3321596,101245830091.0,0.89,1.516,1.42,0.43,99.941,98.84,94.189,4.761,65900553475997.0,63008477266074.0,66439859496754.0,65062044042885.0,63127473505668.0,57809896856930.0,43945474018090.0,66843592080844.0,65014886817735.0,64545569376599.0,61514797427390.0,47324182328849.0,13726914514982.0,30543339359100.0,0.782,1.328,1.501,0.566,222.623,5269.0,5948.0,8177.0,4983.0,5285.0,6251.0,7063.0,7001.0,5497.0,5126.0,5596.0,7220.0,7586.0,5959.0,5122.0,4268.0,6559205.0,4554470.0,-2.762,1.053,1.612,0.351,116730961,180186294,154574828,147938320,99326524,107727783,156405886,151494365,-126864561,6684089927335452.0,5737635628101426.0,-3.68,1.65,3.273,0.985,51.208,0.093,0.049,0.093,0.06,0.063,-1.23,3.124,1.818,0.04,0.046,0.026,0.049,0.055,0.012,0.035,3.051,8.374,8.812,8.838,8.553,1.032,0.266,0.135,-0.131,-0.079,1084973139,1060304452,692333979,1199279672,773970705,802179809,782934679,882834594,160873111336384000,1.5324667797001216e+17,1.94849229899552e+17,-2.137,56.262,-56.334,-34.88,441.508,3527,1596,2573,2991,1999,3070,2189,2908.0,2113889,-3.562,3.14,0.445,113.81,85.327,43.924,85.061,96.984,43.721,89.581,477.892,3.753,1.431,1.377,1.264,1.227,1.396,1.292,0.775,0.15,1.024,0.385,0.622,168555,41600,55531,50115,432636198,479780283,627870734,-0.396,0.225,57212,55443,15101,30331970,57010541,0.185,0.372,64204,56859,57256,60646,128369152,1.346,0.342,19.825,19.507,19.639,0.653,0.608,0.071,0.092,0.121,65.996,5.34,65734,31471,393177207,1.2,0.387,96.424,63.225,108.993,70.612,79.884,-2.163,1.653,56.125,110.492
2013-04-18,144419,20.427,7911082,4739892,8044164,6955032,5338205,8445407,8076597,5655840,793133,3427443,157265062272.0,1.066,1.496,1.426,0.442,99.968,99.185,95.245,16.959,69286148402167.0,64214099833488.0,69295515290313.0,66834325803132.0,64330633182762.0,58735140355442.0,44565379448107.0,69968900884781.0,66916027401047.0,65764595218972.0,62399457227446.0,48052088718869.0,13706862555370.0,31020141288674.0,0.916,1.305,1.494,0.578,281.596,4940.0,5631.0,7899.0,5009.0,5082.0,5908.0,6772.0,6864.0,5483.0,4930.0,5329.0,6780.0,7430.0,5957.0,5379.0,4235.0,7233185.0,4484198.0,-3.339,0.677,1.536,0.363,167620459,203201997,169743740,173793259,109202642,215717512,205539697,180117427,322219846,1.1507710157697848e+16,8110571853729934.0,-0.341,1.849,3.238,1.027,59.005,0.09,0.05,0.092,0.061,0.061,-1.473,3.014,1.839,0.041,0.044,0.027,0.048,0.053,0.008,0.034,2.93,8.418,8.788,8.859,8.575,1.133,0.321,0.16,-0.12,-0.08,1101141346,1059377638,700105515,1196761330,784589665,816159749,758632217,884475080,166529183971011584,1.4388071010127846e+17,1.9557404163789312e+17,-2.512,58.757,-17.453,-22.97,540.386,4071,1722,4895,4174,2216,4181,2415,4275.0,4569337,0.176,3.126,0.484,111.57,86.354,44.725,85.506,97.412,33.494,89.994,280.464,3.611,1.372,1.32,1.263,1.225,1.365,1.289,0.775,0.15,0.915,0.412,0.616,156487,25518,54724,49958,162790827,420997028,623957901,-0.666,0.223,57230,55415,15158,39865611,57442874,0.182,0.37,62971,57129,57078,60494,124833894,1.201,0.348,19.862,19.52,19.659,0.662,0.634,0.081,0.1,0.129,66.606,5.611,66013,24376,395243917,1.2,0.395,96.312,63.917,108.731,71.561,80.018,-2.539,1.676,58.612,112.815
2013-04-19,211591,20.424,8096981,4803500,8276697,7085307,5418120,8818293,8342401,5748904,908847,3525530,206500680326.0,1.285,1.497,1.434,0.453,99.968,99.185,95.245,16.959,66574195450032.0,64792910018212.0,64607156311058.0,65105443685300.0,63742388402634.0,58811505321659.0,44902817203792.0,65285225349600.0,65535346243637.0,65191888218748.0,62437535083100.0,48498149670003.0,12584247801134.0,31085309360937.0,0.756,1.242,1.479,0.59,170.411,5361.0,5608.0,7630.0,5048.0,5640.0,5980.0,6695.0,6821.0,5499.0,5559.0,5471.0,6553.0,7358.0,5983.0,5317.0,4214.0,7067239.0,4439211.0,-3.471,0.369,1.459,0.375,175175600,200628476,172710844,174925767,111008015,221649178,203959047,180948734,-36029295,1.1362994333806816e+16,8185611118074155.0,1.255,1.927,3.187,1.068,51.923,0.091,0.051,0.093,0.062,0.058,-1.483,2.905,1.857,0.047,0.045,0.027,0.049,0.052,0.01,0.033,2.813,8.541,8.801,8.895,8.613,1.452,0.527,0.225,-0.103,-0.08,1119422996,1067103563,710633514,1201792822,797920359,817190684,738570057,889209803,166950153666471168,1.3637143235856256e+17,1.976735185425368e+17,-2.441,60.38,15.721,-16.633,621.893,4000,1755,4510,4064,2241,4086,2450,4258.0,4532981,1.669,3.086,0.522,109.185,87.491,45.596,85.912,97.762,30.627,90.281,234.507,3.47,1.415,1.332,1.263,1.233,1.402,1.297,0.774,0.15,1.03,0.468,0.61,184039,43091,51903,51103,464213882,498350131,652890003,-0.361,0.228,57674,55452,15181,39556685,57613142,0.179,0.369,62830,57952,57739,61152,120649547,1.101,0.354,19.895,19.534,19.679,0.669,0.658,0.084,0.108,0.136,66.502,5.214,66631,24931,408681050,1.2,0.403,96.982,64.857,109.151,72.755,80.428,-2.471,1.697,60.23,112.905
2013-04-20,157408,20.546,8282881,4867108,8451097,7207178,5496277,8974296,8561730,5840570,1057180,3616489,279407205932.0,1.463,1.505,1.442,0.465,99.968,99.185,95.245,11.645,65611223745490.0,65002587737525.0,64685429565926.0,65020008469174.0,63878563658389.0,59195518063539.0,45339320184386.0,64379979034981.0,65500515829720.0,65187993925759.0,62755459372970.0,49041470972535.0,12413472453200.0,31265747259647.0,0.611,1.175,1.462,0.601,198.795,5988.0,5650.0,7485.0,5099.0,6263.0,6207.0,6721.0,6825.0,5530.0,6323.0,5790.0,6454.0,7332.0,6024.0,5279.0,4191.0,6966124.0,4391660.0,-3.196,0.141,1.387,0.386,176235242,196969908,172332252,170504642,110906704,204454862,191395028,180359331,-51219949,1.140876179954406e+16,8132372072422718.0,1.045,1.792,3.098,1.105,50.467,0.096,0.052,0.094,0.063,0.057,-1.213,2.802,1.873,0.053,0.046,0.028,0.049,0.052,0.013,0.033,2.704,8.632,8.782,8.905,8.625,1.476,0.545,0.281,-0.086,-0.081,1138301959,1079903169,722828326,1211216981,812901194,811553721,723430795,896047453,164654860708931584,1.3083802872558643e+17,2.007252594814136e+17,-2.033,61.377,16.594,-14.194,672.673,3939,1779,4033,3869,2249,3899,2469,4251.0,4516867,1.551,3.014,0.558,107.246,87.941,46.078,84.435,96.184,31.146,90.185,242.518,3.312,1.448,1.349,1.265,1.232,1.383,1.295,0.773,0.149,0.731,0.463,0.604,170724,39962,49638,50928,399243180,501396430,648423523,-0.333,0.229,57434,55529,14961,43975616,55956096,0.171,0.366,62634,58095,57196,60595,117540312,0.954,0.359,19.934,19.549,19.701,0.681,0.688,0.09,0.118,0.143,68.447,6.011,66947,27337,404579949,1.187,0.41,98.111,65.948,109.969,74.097,81.026,-2.066,1.716,61.222,113.2
2013-04-21,123053,20.52,8468780,4930717,8581897,7321185,5572717,8974296,8734584,5930837,1157643,3700845,335034430251.0,1.565,1.514,1.45,0.477,99.968,99.185,95.245,11.4612,67087776862092.0,65993360293655.0,70633129999802.0,67910213960300.0,65572199228427.0,60317151119677.0,46025946783271.0,69864782379075.0,68353866194288.0,66731759618579.0,63809760251770.0,49833987092330.0,13546098021411.0,31938321690919.0,0.776,1.155,1.45,0.613,234.933,6567.0,5770.0,7285.0,5147.0,6440.0,6309.0,6707.0,6812.0,5553.0,6637.0,6032.0,6338.0,7289.0,6057.0,5183.0,4161.0,6715105.0,4328140.0,-2.776,-0.036,1.317,0.397,182318176,195268462,172942458,166175735,110741866,186247698,178919919,179737939,-23820246,1.1313101153107172e+16,8076431706714629.0,0.092,1.528,2.98,1.138,50.416,0.096,0.053,0.093,0.063,0.056,-1.203,2.693,1.886,0.056,0.048,0.029,0.05,0.051,0.015,0.032,2.602,8.695,8.752,8.889,8.612,1.518,0.576,0.294,-0.073,-0.081,1156477776,1091773088,734719723,1219319236,827577593,796866873,707565056,902231791,158749203369836800,1.251620769758958e+17,2.0350555102146336e+17,-1.499,61.348,24.748,-19.138,647.638,3945,1802,3657,3691,2255,3711,2486,4213.0,4437163,0.751,2.918,0.591,107.912,88.629,46.657,83.737,95.26,25.768,90.216,166.002,3.152,1.358,1.309,1.263,1.221,1.302,1.284,0.776,0.151,-0.213,0.336,0.597,146888,51633,50530,51352,666492571,609471509,659266466,-0.731,0.22,56891,55570,14811,56142137,54845113,0.157,0.364,62241,57937,56472,59813,120594363,0.769,0.364,19.973,19.564,19.722,0.678,0.713,0.085,0.127,0.15,67.578,5.989,67213,27982,399699859,1.161,0.417,99.155,67.01,110.665,75.411,81.564,-1.535,1.733,61.185,115.28
2013-04-22,147050,20.518,8654679,4994325,8679996,7427838,5647477,8974296,8860963,6019707,1222100,3779040,373382353283.0,1.592,1.517,1.457,0.488,99.968,99.185,95.245,11.2774,71285950736681.0,66648016392660.0,71573224477686.0,69060990209117.0,66497681858713.0,61104000657476.0,46608086831014.0,72577553425814.0,69656618715389.0,67601087440168.0,64554604363742.0,50523989819842.0,13770766357760.0,32339662703921.0,0.928,1.146,1.439,0.624,233.954,6522.0,5798.0,6995.0,5183.0,6251.0,6247.0,6621.0,6764.0,5565.0,6384.0,6105.0,6175.0,7210.0,6077.0,4965.0,4135.0,6162104.0,4274100.0,-2.427,-0.188,1.246,0.407,196365850,192787777,176222857,166759880,112159187,184475647,176248120,180049290,-34729584,1.0994517602594048e+16,8104436704101859.0,-0.421,1.3,2.863,1.168,51.589,0.095,0.054,0.094,0.064,0.055,-0.891,2.592,1.898,0.057,0.05,0.029,0.05,0.051,0.016,0.031,2.506,8.788,8.745,8.901,8.626,1.53,0.585,0.312,-0.059,-0.082,1175151713,1102367228,746176043,1225738880,841812905,739641854,687220969,907667271,136767517879965952,1.1806816513324902e+17,2.0596496879759168e+17,-0.973,61.204,30.671,-30.223,606.18,3939,1840,3733,3726,2293,3713,2533,4167.0,4340840,0.392,2.825,0.624,104.684,90.088,47.236,83.846,95.053,26.698,90.534,178.2,2.998,1.275,1.311,1.266,1.221,1.288,1.282,0.773,0.149,-0.749,0.221,0.59,146969,52899,48463,51323,699589096,593508348,658514223,-1.027,0.209,56702,55608,14705,61579844,54062018,0.139,0.361,61328,58306,56314,59560,113490931,0.602,0.369,20.012,19.578,19.743,0.664,0.736,0.069,0.136,0.154,67.509,6.068,67638,27000,404096543,1.134,0.424,100.083,68.033,111.208,76.684,82.035,-1.011,1.749,61.033,116.686
2013-04-23,174451,20.52,8840579,5058627,8753571,7527609,5720594,8974296,8940867,6107179,1256107,3850125,394450975028.0,1.556,1.512,1.462,0.5,99.968,99.185,95.245,11.0936,74013014103944.0,67207534188856.0,72259058700134.0,70031965887484.0,67357310000562.0,61867929190709.0,47186917734126.0,73407024518765.0,70691588562166.0,68440670977491.0,65283995631790.0,51211072381129.0,14342560202904.0,32710927177535.0,1.044,1.143,1.428,0.635,238.211,6578.0,6100.0,6545.0,5234.0,6653.0,6449.0,6679.0,6782.0,5597.0,6651.0,6419.0,6183.0,7197.0,6118.0,3506.0,4114.0,3073668.0,4231763.0,-1.905,-0.286,1.181,0.416,204697534,182662010,180436212,167774140,113704719,181004412,174873871,180708997,-141760745,1.0496929095163292e+16,8163935373897166.0,-0.609,1.114,2.75,1.197,51.706,0.104,0.055,0.096,0.066,0.052,-0.356,2.503,1.909,0.058,0.053,0.03,0.051,0.052,0.014,0.03,2.417,8.819,8.713,8.893,8.622,1.495,0.559,0.309,-0.047,-0.082,1196080603,1117478893,759152350,1236154772,857556712,540713641,667075340,915134489,73092810487915264,1.11247377287317e+17,2.093677834181678e+17,-0.409,62.121,61.355,-37.865,634.461,3732,1865,3594,3653,2312,3612,2562,4083.0,4168354,-0.063,2.724,0.655,96.045,91.163,47.712,83.095,93.899,21.047,90.604,110.74,2.842,1.314,1.334,1.267,1.226,1.305,1.286,0.773,0.15,-0.75,0.162,0.584,160710,51641,45932,51325,666688627,586884163,658559719,-0.972,0.2,57047,55775,14630,55559289,53508784,0.127,0.359,60525,58773,56771,59889,111475887,0.492,0.374,20.05,19.592,19.764,0.645,0.759,0.047,0.144,0.158,67.54,5.872,68147,25842,406509962,1.108,0.43,101.418,69.192,112.112,78.093,82.687,-0.449,1.764,61.945,118.696
2013-04-24,209559,20.311,8974296,5125355,8808753,7620944,5792104,8974296,8974296,6193238,1262126,3910624,398240295486.0,1.473,1.497,1.465,0.512,99.968,99.185,95.245,10.9098,73225858227009.0,67494166971824.0,73239210751505.0,71078815116332.0,68272250374204.0,62664795875365.0,47781037405966.0,73510198868231.0,71870524567073.0,69375581459360.0,66068339192692.0,51913618993269.0,14492138242048.0,33081366474090.0,1.138,1.144,1.418,0.647,249.696,6862.0,6452.0,6200.0,5282.0,7061.0,6704.0,6784.0,6827.0,5638.0,7097.0,6762.0,6307.0,7206.0,6167.0,1607.0,4117.0,645980.0,4236623.0,-1.255,-0.329,1.122,0.426,221342166,169036563,185316902,172552735,116520931,190290618,182764585,182773398,-190756251,1.035788266361016e+16,8351528792677917.0,-0.122,1.045,2.657,1.226,52.65,0.106,0.056,0.098,0.067,0.051,0.346,2.427,1.92,0.062,0.057,0.03,0.052,0.054,0.011,0.03,2.341,8.782,8.709,8.893,8.626,1.304,0.425,0.3,-0.036,-0.082,1220593223,1141661862,775265813,1255266663,876440912,368556166,654655363,927553826,33958411787666176,1.0714341096694374e+17,2.150890250869248e+17,0.294,63.793,73.846,-24.089,723.9,3477,1909,3837,3775,2362,3723,2622,4063.0,4127242,0.089,2.637,0.686,77.376,92.153,48.291,82.752,93.036,20.052,90.699,100.525,2.692,1.264,1.347,1.271,1.232,1.331,1.292,0.775,0.15,-0.413,0.156,0.577,185135,62272,47720,52282,969456314,709199697,683339648,-0.436,0.198,57581,55983,14606,56934168,53335048,0.119,0.356,59068,59377,57197,60185,105734672,0.423,0.378,20.079,19.605,19.78,0.611,0.769,0.023,0.148,0.157,60.742,4.452,68612,24907,418818970,1.084,0.436,103.572,70.634,113.799,79.784,83.781,0.252,1.778,63.61,124.605
