difficulty-btc-wma-3,difficulty-btc-std-90,difficulty-btc-var-90,difficulty-btc-rsi-30,difficulty-btc-rsi-90,hashrate-btc-sma-14,hashrate-btc-ema-7,hashrate-btc-ema-14,hashrate-btc-ema-90,hashrate-btc-wma-30,hashrate-btc-std-90,hashrate-btc-var-90,hashrate-btc-trx-14,mining_profitability-btc-sma-3,mining_profitability-btc-sma-7,mining_profitability-btc-sma-14,mining_profitability-btc-sma-30,mining_profitability-btc-sma-90,mining_profitability-btc-ema-7,mining_profitability-btc-ema-30,mining_profitability-btc-wma-3,mining_profitability-btc-wma-7,mining_profitability-btc-wma-30,mining_profitability-btc-wma-90,mining_profitability-btc-std-14,mining_profitability-btc-std-90,mining_profitability-btc-var-14,mining_profitability-btc-var-90,mining_profitability-btc-trx-30,sentinusd-btc-trx-30,transactionfees-btc-ema-30,transactionfees-btc-ema-90,transactionfees-btc-wma-30,median_transaction_fee-btc-sma-14,median_transaction_fee-btc-sma-30,median_transaction_fee-btc-sma-90,median_transaction_fee-btc-ema-14,median_transaction_fee-btc-trx-90,confirmationtime-btc-wma-90,confirmationtime-btc-trx-90,marketcap-btc-sma-14,marketcap-btc-sma-90,marketcap-btc-ema-3,marketcap-btc-ema-30,marketcap-btc-ema-90,marketcap-btc-wma-7,marketcap-btc-wma-30,marketcap-btc-wma-90,marketcap-btc-rsi-90,transactionvalue-btc-sma-30,transactionvalue-btc-wma-30,transactionvalue-btc-std-30,transactionvalue-btc-var-30,transactionvalue-btc-trx-90,mediantransactionvalue-btc-wma-30,fee_to_reward-btc-sma-90,fee_to_reward-btc-std-90,fee_to_reward-btc-var-90,size-btc-sma-30,size-btc-sma-90,size-btc-ema-90,size-btc-wma-90,transactions-btc-sma-30,transactions-btc-sma-90,transactions-btc-ema-90,transactions-btc-wma-90,transactions-btc-std-90,sentbyaddress-btc-sma-30,sentbyaddress-btc-sma-90,sentbyaddress-btc-ema-30,sentbyaddress-btc-ema-90,sentbyaddress-btc-wma-90,sentbyaddress-btc-trx-30,top100cap-btc-sma-90,top100cap-btc-ema-90,top100cap-btc-wma-90,activeaddresses-btc-sma-30,activeaddresses-btc-sma-90,activeaddresses-btc-ema-30,activeaddresses-btc-ema-90,activeaddresses-btc-wma-90,activeaddresses-btc-trx-30,price-btc-ema-90
8974296,4100593,4203715811408.0,99.185,95.245,70386210842675.0,72611497542062.0,70553859968403.0,49979957365706.0,68547304609908.0,34142445646268.0,2.9142664867709e+26,1.118,7151.0,7225.0,6497.0,7576.0,5484.0,7190.0,6978.0,7238.0,7356.0,7203.0,6355.0,2121.0,4097.0,1124606.0,4196867.0,0.944,2.226,0.101,0.071,0.108,0.056,0.059,0.033,0.06,1.82,8.626,-0.083,1234500684,703845028,1405305889,1212464196,832425846,1428130309,1305681665,944954491,61.319,3642,3526,4085.0,4170812,0.791,90.923,1.263,0.787,0.155,171004,161034,158679,163472,56866,55934,53652,55964,15049,59360,46937,56122,48907,51627,0.781,19.648,19.824,19.838,94517,70448,90352,75150,79844,0.973,75.736
8974296,4135974,4276570131748.0,99.185,95.245,71602098450136.0,74212826359002.0,71682253680592.0,50618130012830.0,69408381420281.0,34527245892562.0,2.9803267723135e+26,1.11,7156.0,7397.0,6597.0,7598.0,5528.0,7208.0,6996.0,7294.0,7366.0,7183.0,6394.0,2124.0,4088.0,1127968.0,4177618.0,0.906,2.084,0.102,0.072,0.109,0.057,0.059,0.033,0.061,1.826,8.617,-0.083,1269279362,717728148,1426693688,1227665312,845956739,1437271831,1315511796,961311336,62.094,3711,3599,4088.0,4177589,0.814,90.682,1.261,0.788,0.155,169662,160925,158433,163174,56618,55934,53607,55869,15049,59450,47115,56013,49028,51792,0.747,19.655,19.829,19.847,94814,70796,90134,75410,80207,0.947,76.94
9414355,4203084,4416478161259.0,99.426,96.022,72405789042717.0,75486200890337.0,72698796454425.0,51248639781434.0,70243171520285.0,34883607116122.0,3.04216511358e+26,1.111,7143.0,7302.0,6701.0,7578.0,5563.0,7005.0,6958.0,6913.0,7115.0,7105.0,6413.0,1922.0,4062.0,923164.0,4125867.0,0.865,1.935,0.104,0.073,0.11,0.059,0.06,0.034,0.062,1.832,8.64,-0.083,1316680429,732046276,1459333058,1244717384,860154886,1450525402,1327121981,978327694,62.552,3701,3542,4095.0,4191734,0.834,89.338,1.265,0.785,0.154,170782,161526,158938,163625,56739,56005,53472,55683,14826,59611,47251,55258,48924,51730,0.708,19.662,19.835,19.857,95236,71156,89281,75443,80341,0.915,78.205
9818667,4273705,4566138193669.0,99.467,96.181,72932865659431.0,75372573309857.0,73009849002958.0,51771344194335.0,70748946853793.0,35118213317115.0,3.083222266466e+26,1.097,6665.0,7141.0,6797.0,7549.0,5592.0,6838.0,6918.0,6512.0,6874.0,7026.0,6430.0,1695.0,4047.0,718045.0,4093997.0,0.824,1.788,0.103,0.073,0.109,0.061,0.061,0.035,0.062,1.836,8.659,-0.083,1354198998,745071692,1421502321,1253682171,871660747,1431154676,1330637464,992649129,60.722,3717,3500,4081.0,4164424,0.854,88.744,1.266,0.783,0.153,171816,162035,159188,163817,56826,56047,53509,55665,14796,59787,47464,55183,49038,51881,0.67,19.669,19.842,19.868,95498,71553,88916,75623,80615,0.881,79.226
10039313,4337430,4703324940710.0,99.467,96.181,72822187049743.0,74179847619452.0,72688758542328.0,52185197520795.0,70948420726995.0,35153205395495.0,3.0893696239446e+26,1.056,6028.0,6686.0,6830.0,7461.0,5618.0,6467.0,6817.0,5855.0,6427.0,6884.0,6425.0,1553.0,4010.0,603136.0,4020034.0,0.777,1.64,0.103,0.074,0.108,0.062,0.061,0.035,0.061,1.838,8.704,-0.083,1367560143,756362281,1327248591,1252347506,879602157,1377994888,1323691750,1003372715,58.321,3631,3377,4129.0,4262482,0.87,87.006,1.267,0.785,0.154,172530,162232,160015,164583,56566,56003,53548,55648,14781,59456,47527,54999,49111,51988,0.632,19.678,19.85,19.88,95168,71748,88467,75762,80844,0.844,79.925
10076293,4394560,4828038402382.0,99.467,96.181,73587553441276.0,73293367417906.0,72414780978454.0,52590664098651.0,71131145383649.0,35127864617146.0,3.0849171814013e+26,0.997,5579.0,6371.0,6748.0,7334.0,5638.0,6112.0,6702.0,5363.0,6017.0,6728.0,6412.0,1784.0,3981.0,795285.0,3961598.0,0.725,1.49,0.102,0.074,0.107,0.062,0.06,0.036,0.06,1.838,8.744,-0.082,1364806036,766648132,1233910285,1245136181,885337757,1312964190,1310675973,1011816884,56.925,3535,3247,4179.0,4365529,0.884,85.322,1.261,0.774,0.15,172469,162497,160507,165026,56150,55969,53498,55544,14810,58789,47627,54623,49112,52024,0.594,19.687,19.858,19.892,94359,72040,88105,75918,81088,0.807,80.426
10076293,4445347,4940278578686.0,99.467,96.181,74293663312670.0,73632335818509.0,72712708984035.0,53075467987039.0,71550635345564.0,35186544126973.0,3.0952322189986e+26,0.942,5352.0,6261.0,6660.0,7230.0,5657.0,5998.0,6635.0,5403.0,5838.0,6620.0,6413.0,1867.0,3965.0,871146.0,3930504.0,0.672,1.333,0.102,0.075,0.106,0.061,0.06,0.036,0.059,1.837,8.752,-0.082,1357769431,777227265,1200447637,1240094169,891527806,1266405014,1299746235,1020615497,57.221,3428,3086,4263.0,4543531,0.894,82.11,1.261,0.773,0.15,170346,162593,160450,164924,55595,55848,53424,55415,14822,57783,47638,53780,48946,51891,0.551,19.696,19.866,19.903,93062,72179,86937,75788,81043,0.764,80.967
10076293,4490009,5040045469621.0,99.467,96.181,74209910055952.0,74076323073788.0,73072119098114.0,53566299126657.0,71977425369199.0,35322798225669.0,3.1192501862284e+26,0.893,5655.0,6045.0,6635.0,7107.0,5691.0,6064.0,6611.0,5858.0,5839.0,6557.0,6426.0,1878.0,3931.0,881713.0,3862396.0,0.622,1.176,0.101,0.075,0.105,0.061,0.06,0.037,0.058,1.834,8.753,-0.081,1357564878,788838779,1230735405,1241444427,899648583,1251676878,1295293884,1031248374,58.254,3331,2957,4307.0,4638351,0.903,79.896,1.259,0.777,0.151,169096,162583,160276,164704,55227,55797,53352,55290,14869,56937,47689,53145,48836,51809,0.506,19.704,19.872,19.914,92133,72343,85983,75708,81043,0.718,81.681
10076293,4533001,5137023472602.0,99.467,96.181,75247381083955.0,77316720642243.0,74934224998047.0,54301938999645.0,73103776737232.0,35879690392555.0,3.2183804566639e+26,0.889,5792.0,5787.0,6592.0,6992.0,5717.0,5912.0,6536.0,5759.0,5692.0,6451.0,6421.0,1955.0,3895.0,955507.0,3793160.0,0.571,1.028,0.101,0.076,0.105,0.061,0.06,0.037,0.058,1.829,8.752,-0.081,1357593862,800398114,1243561719,1242408531,907489011,1239870297,1290872318,1041524181,58.184,3276,2859,4341.0,4711940,0.909,78.142,1.262,0.775,0.15,169248,162822,160338,164715,55281,55796,53348,55233,14869,56869,47744,52944,48862,51861,0.464,19.712,19.877,19.922,92203,72624,85933,75917,81325,0.675,82.369
10076293,4574842,5232294401290.0,99.467,96.181,76050129836720.0,79033384347006.0,76167445059813.0,54958673866934.0,73991749965079.0,36216930737343.0,3.2791651800837e+26,0.901,5762.0,5669.0,6486.0,6864.0,5745.0,5826.0,6474.0,5647.0,5637.0,6359.0,6418.0,2004.0,3852.0,1003721.0,3709636.0,0.52,0.889,0.101,0.076,0.104,0.061,0.059,0.038,0.058,1.823,8.749,-0.08,1349809089,811593671,1235586467,1241453865,914524664,1227715706,1285063946,1050913480,57.748,3258,2771,4359.0,4750785,0.913,76.812,1.264,0.771,0.149,168099,163285,160572,164894,55054,55953,53419,55250,14596,57084,47957,53266,49062,52085,0.427,19.72,19.882,19.931,92937,73240,87429,76646,82128,0.643,82.985
10076293,4611353,5316145264416.0,99.467,96.181,76854408172135.0,80644853134925.0,77409020318329.0,55629455968730.0,74917149344126.0,36518792723039.0,3.3340555548707e+26,0.925,5460.0,5528.0,6335.0,6705.0,5767.0,5708.0,6402.0,5443.0,5559.0,6262.0,6409.0,2003.0,3822.0,1003028.0,3651704.0,0.468,0.757,0.102,0.077,0.104,0.06,0.058,0.038,0.057,1.816,8.749,-0.08,1330314499,822608258,1227488556,1240030432,921225015,1222947445,1279446509,1059876051,57.623,3183,2677,4380.0,4795609,0.916,75.859,1.264,0.771,0.149,166812,163049,160483,164745,54679,55833,53350,55125,14603,56715,48107,53424,49208,52255,0.395,19.728,19.888,19.94,92556,73731,88397,77213,82769,0.618,83.57
10076293,4642661,5388576061981.0,99.467,96.181,77685452523142.0,81233052333397.0,78154170933060.0,56230954737084.0,75634851060754.0,36690340313702.0,3.3654526808381e+26,0.943,5455.0,5541.0,6113.0,6441.0,5789.0,5642.0,6340.0,5434.0,5537.0,6180.0,6402.0,1630.0,3790.0,664000.0,3590576.0,0.417,0.627,0.102,0.078,0.104,0.059,0.057,0.039,0.057,1.808,8.751,-0.079,1305971669,833389111,1217129247,1237884593,927500728,1220891183,1274263431,1068319165,57.431,3019,2545,4304.0,4630032,0.917,73.986,1.267,0.774,0.15,167143,163146,161110,165317,54672,55898,53641,55362,14742,56122,48266,53646,49376,52448,0.367,19.737,19.893,19.949,91551,73972,87981,77317,82950,0.59,84.116
10076293,4668870,5449586793985.0,99.467,96.181,78003453871857.0,81828104339444.0,78882049522997.0,56832763651820.0,76353805049877.0,36803716543187.0,3.3862838784782e+26,0.956,5522.0,5644.0,6008.0,6223.0,5815.0,5674.0,6303.0,5591.0,5594.0,6137.0,6402.0,1509.0,3758.0,569383.0,3531119.0,0.369,0.505,0.102,0.078,0.104,0.058,0.056,0.039,0.057,1.798,8.744,-0.079,1288681007,844340285,1223971754,1237428443,934166959,1225782606,1272662424,1077053784,57.703,2798,2446,3894.0,3790217,0.916,72.4,1.27,0.776,0.15,167880,163271,161757,165919,54806,56010,53950,55621,14945,55201,48458,53807,49525,52621,0.343,19.745,19.897,19.956,89914,74283,87746,77472,83178,0.563,84.696
10076293,4690065,5499177460428.0,99.467,96.181,79046494621402.0,83258276814929.0,80037615485449.0,57507841247195.0,77297832716414.0,37077247500925.0,3.436805705612e+26,0.976,5713.0,5683.0,5972.0,6184.0,5839.0,5737.0,6279.0,5793.0,5665.0,6118.0,6404.0,1491.0,3733.0,555744.0,3483286.0,0.324,0.386,0.102,0.079,0.104,0.058,0.056,0.04,0.057,1.788,8.728,-0.079,1278193040,855483131,1238563507,1238443076,941177691,1233036341,1274083538,1086038728,57.955,2698,2333,3915.0,3831286,0.913,70.529,1.272,0.775,0.15,167015,163678,162390,166519,54972,56198,54374,56000,15374,54459,48594,53823,49624,52744,0.32,19.752,19.9,19.962,88458,74542,87305,77547,83323,0.534,85.308
10188712,4714220,5555966504632.0,99.518,96.349,80499344011718.0,85314360672359.0,81563615053342.0,58254539510875.0,78449070112982.0,37521602300831.0,3.5196765980543e+26,1.009,5632.0,5531.0,5788.0,6146.0,5857.0,5602.0,6209.0,5537.0,5544.0,6054.0,6390.0,1154.0,3703.0,332926.0,3428456.0,0.279,0.269,0.101,0.079,0.104,0.061,0.058,0.041,0.064,1.781,8.726,-0.078,1268898018,866482800,1241852954,1238875291,947858234,1235209351,1275017640,1094602668,57.83,2637,2221,3964.0,3928190,0.908,69.235,1.274,0.775,0.15,167626,163870,162823,166923,55197,56285,54613,56199,15489,53821,48695,53339,49552,52694,0.295,19.76,19.902,19.968,87346,74735,86164,77373,83215,0.501,85.888
10706721,4767904,5683226128875.0,99.653,96.892,81679905487222.0,87871938870991.0,83427756175148.0,59074102894524.0,79802603217398.0,37978271312465.0,3.605872729708e+26,1.06,5435.0,5491.0,5639.0,6098.0,5875.0,5497.0,6143.0,5310.0,5456.0,5992.0,6375.0,852.773,3675.0,181806.0,3376029.0,0.234,0.159,0.102,0.08,0.104,0.06,0.058,0.041,0.063,1.773,8.717,-0.078,1254836808,877500963,1246538749,1239672017,954525625,1239470067,1275857685,1103058531,57.9,2627,2185,3968.0,3936697,0.903,68.921,1.273,0.775,0.15,168410,163606,162953,167030,55446,56312,54750,56298,15512,53733,48849,53266,49610,52771,0.271,19.766,19.904,19.973,87344,75078,85946,77492,83392,0.469,86.468
11039570,4814574,5795029835465.0,99.653,96.892,82507068681195.0,88625606453234.0,84422269911790.0,59773278857281.0,80785440127951.0,38200083483960.0,3.6481159454538e+26,1.1,5016.0,5363.0,5516.0,6061.0,5880.0,5290.0,6048.0,4928.0,5251.0,5900.0,6349.0,878.693,3667.0,193025.0,3362092.0,0.188,0.056,0.101,0.08,0.103,0.059,0.058,0.042,0.062,1.764,8.733,-0.078,1234802966,888059440,1229018697,1237854380,960173384,1233983719,1273778125,1110399139,57.274,2624,2099,3972.0,3944341,0.896,67.991,1.275,0.776,0.15,169299,164089,163807,167870,55813,56394,55004,56518,15644,54100,49048,53437,49749,52926,0.251,19.773,19.907,19.978,87755,75418,85803,77629,83582,0.438,86.955
11187257,4854432,5891377624403.0,99.653,96.892,82985816973211.0,86902746504086.0,84063856144437.0,60255935731992.0,81114893781867.0,38113917484253.0,3.6316767649912e+26,1.098,4812.0,5253.0,5391.0,6019.0,5891.0,5114.0,5953.0,4714.0,5057.0,5805.0,6320.0,872.775,3645.0,190434.0,3321548.0,0.141,-0.042,0.101,0.08,0.103,0.059,0.059,0.042,0.061,1.753,8.768,-0.077,1219299574,898008902,1197821396,1233258878,964710762,1217854182,1268376873,1116521439,56.574,2609,2009,3989.0,3978855,0.888,67.361,1.281,0.78,0.152,171166,164757,164996,169053,56136,56541,55202,56686,15679,54003,49273,53608,49888,53081,0.234,19.78,19.91,19.984,87239,75788,85736,77786,83787,0.409,87.342
11187257,4887645,5972269495688.0,99.653,96.892,83737478882136.0,85458294196362.0,83672000294937.0,60714595106524.0,81362591173730.0,37980615473231.0,3.6063178793136e+26,1.065,4747.0,5188.0,5364.0,6020.0,5897.0,5081.0,5891.0,4799.0,4989.0,5738.0,6300.0,897.893,3636.0,201553.0,3305980.0,0.095,-0.136,0.103,0.082,0.105,0.059,0.059,0.043,0.06,1.741,8.792,-0.077,1216518101,908118413,1195937814,1230729546,969751278,1210466699,1264303492,1123027930,56.9,2585,1922,4013.0,4025963,0.879,67.103,1.29,0.797,0.159,171829,165370,165789,169851,55916,56603,55330,56784,15706,53604,49484,53709,50004,53211,0.218,19.788,19.915,19.992,86699,76166,85634,77926,83971,0.381,87.774
11187257,4914349,6037705449320.0,99.653,96.892,84848172899082.0,85639631409899.0,84006885995680.0,61274354401996.0,81908548548893.0,38068090431891.0,3.6229487728265e+26,1.027,4934.0,5111.0,5378.0,6028.0,5909.0,5119.0,5848.0,5041.0,5000.0,5687.0,6286.0,884.054,3621.0,195388.0,3278548.0,0.051,-0.222,0.103,0.082,0.105,0.059,0.06,0.043,0.059,1.728,8.798,-0.076,1223150534,918642510,1214681929,1230903513,975546328,1213376302,1261983784,1130177548,57.363,2560,1860,4027.0,4054891,0.869,66.878,1.293,0.796,0.158,172166,165915,165968,170039,55984,56684,55401,56828,15670,53247,49684,53512,50018,53236,0.202,19.796,19.919,20.0,85805,76514,85171,77937,84022,0.353,88.273
11187257,4934647,6087685485299.0,99.653,96.892,85343434680562.0,84625450047683.0,83683688657728.0,61720696194503.0,82117832509431.0,37999692038673.0,3.609941487585e+26,0.971,5140.0,5008.0,5345.0,6039.0,5922.0,5141.0,5807.0,5177.0,5023.0,5634.0,6270.0,873.748,3603.0,190859.0,3245988.0,0.011,-0.304,0.102,0.082,0.104,0.059,0.06,0.043,0.059,1.715,8.82,-0.075,1229781431,929458332,1237249741,1232768935,981794047,1222790504,1260560270,1137675901,57.672,2218,1799,2081.0,1082138,0.859,67.418,1.294,0.795,0.158,172934,166376,166001,170073,56170,56713,55328,56726,15625,52917,49807,52938,49900,53125,0.183,19.806,19.924,20.007,85347,76767,84087,77727,83843,0.322,88.813
11187257,4960435,6151478207977.0,99.653,96.892,86408144222400.0,86047642142101.0,84567759293411.0,62349125254521.0,82870143650727.0,38221947556578.0,3.6522931875445e+26,0.931,5124.0,4970.0,5251.0,5997.0,5939.0,5089.0,5751.0,5074.0,5005.0,5563.0,6248.0,731.973,3568.0,133946.0,3182065.0,-0.029,-0.386,0.103,0.083,0.104,0.059,0.06,0.044,0.058,1.701,8.831,-0.075,1229797145,940290946,1249246453,1234605982,987935786,1232323169,1258768778,1144967875,57.688,2140,1721,2081.0,1082354,0.847,66.499,1.295,0.794,0.158,170598,166348,165462,169526,55779,56685,55159,56527,15682,52064,49875,52215,49720,52948,0.16,19.816,19.927,20.013,83988,76956,82806,77430,83567,0.287,89.342
11187257,4980809,6202114660158.0,99.653,96.892,85821974375499.0,84243615479324.0,83802929453089.0,62711376028949.0,82816270041219.0,37940976034951.0,3.5987941562118e+26,0.866,4945.0,4901.0,5196.0,5924.0,5949.0,4990.0,5682.0,4859.0,4936.0,5478.0,6221.0,774.865,3550.0,150104.0,3151167.0,-0.068,-0.464,0.103,0.083,0.104,0.059,0.06,0.044,0.058,1.686,8.885,-0.074,1230410461,951023641,1257110453,1236565239,994024548,1242213630,1257041425,1152103777,57.733,2095,1664,2097.0,1098878,0.835,66.864,1.297,0.793,0.157,171380,166576,165801,169846,55797,56622,55017,56351,15764,51976,49987,51857,49653,52877,0.136,19.826,19.931,20.019,83894,77204,82088,77304,83451,0.251,89.867
11187257,4995489,6238727655248.0,99.653,96.892,85397065967846.0,82741376048032.0,83060493226564.0,63052547055877.0,82693634787032.0,37692243439967.0,3.5517630388444e+26,0.784,5086.0,5038.0,5201.0,5891.0,5961.0,5150.0,5679.0,5202.0,5119.0,5460.0,6214.0,784.142,3538.0,153720.0,3129653.0,-0.101,-0.536,0.103,0.084,0.103,0.059,0.06,0.045,0.058,1.671,8.903,-0.073,1234766465,961867899,1272852861,1239922015,1000498630,1257518226,1256839120,1159522933,58.013,2059,1622,2103.0,1105630,0.823,68.044,1.299,0.792,0.157,173076,166849,165980,170007,56122,56558,54990,56289,15762,52270,50189,52047,49766,52983,0.116,19.835,19.935,20.025,84317,77557,82119,77420,83569,0.22,90.425
11187257,5004525,6261317193246.0,99.653,96.892,85608774954678.0,84166828364606.0,83778185504933.0,63610583061557.0,83226057596253.0,37800832257996.0,3.5722572984929e+26,0.725,5179.0,5127.0,5190.0,5862.0,5977.0,5166.0,5649.0,5265.0,5162.0,5416.0,6198.0,779.507,3512.0,151908.0,3082705.0,-0.133,-0.601,0.103,0.084,0.104,0.06,0.06,0.045,0.058,1.656,8.914,-0.072,1240863303,972849417,1288799620,1244104232,1007185393,1274107149,1257625687,1167058724,58.205,1982,1597,1984.0,984422,0.81,69.399,1.3,0.791,0.156,173468,167033,165822,169831,56282,56515,54921,56185,15793,52127,50316,51898,49765,52973,0.097,19.843,19.939,20.032,83753,77825,81647,77362,83509,0.189,91.002
11187257,5007947,6269883274153.0,99.653,96.892,86139761226729.0,85732985707837.0,84665288469279.0,64200052834655.0,83852498268564.0,37786695099833.0,3.5695858164194e+26,0.687,5542.0,5242.0,5215.0,5820.0,5995.0,5320.0,5658.0,5567.0,5326.0,5411.0,6193.0,829.33,3492.0,171947.0,3047789.0,-0.159,-0.66,0.104,0.085,0.104,0.06,0.06,0.046,0.058,1.641,8.903,-0.071,1249500462,984087318,1308244893,1249496873,1014229454,1291499080,1259787628,1174857422,58.478,1923,1560,1944.0,944528,0.796,70.61,1.301,0.791,0.156,173060,166980,165743,169724,56219,56488,55024,56254,15764,51926,50502,52251,49933,53128,0.083,19.851,19.943,20.037,83423,78147,81751,77492,83628,0.161,91.611
11187257,5005767,6264425897968.0,99.653,96.892,86973330633257.0,88120547293121.0,86081014279905.0,64883199630575.0,84754351122658.0,37932412302579.0,3.5971697577321e+26,0.679,5528.0,5293.0,5202.0,5757.0,6013.0,5387.0,5653.0,5591.0,5413.0,5396.0,6184.0,799.366,3465.0,159746.0,3001186.0,-0.182,-0.71,0.104,0.085,0.105,0.06,0.06,0.046,0.059,1.625,8.898,-0.07,1261179624,996093699,1351283708,1258840463,1022583148,1320776388,1266267588,1183873580,59.259,1828,1546,1678.0,704319,0.783,72.409,1.3,0.791,0.156,171372,166934,165593,169547,55898,56461,55029,56226,15764,51649,50682,52432,50045,53228,0.071,19.86,19.947,20.044,82837,78520,81958,77656,83778,0.138,92.336
11319006,5006734,6266845828596.0,99.691,97.041,87507494816943.0,89847183673089.0,87273824750983.0,65545702777441.0,85594380221212.0,37980949834118.0,3.6063813757544e+26,0.686,5660.0,5350.0,5179.0,5660.0,6033.0,5442.0,5650.0,5631.0,5492.0,5386.0,6176.0,730.822,3434.0,133525.0,2948196.0,-0.202,-0.753,0.105,0.086,0.105,0.061,0.06,0.047,0.059,1.609,8.897,-0.069,1273795313,1008521346,1390529310,1269868492,1031532418,1353170491,1275245535,1193405035,59.667,1766,1545,1533.0,587160,0.77,72.59,1.3,0.791,0.157,170482,166818,165227,169152,55522,56395,54943,56108,15803,51003,50726,51841,49897,53065,0.057,19.867,19.946,20.045,82132,78716,81163,77480,83582,0.113,93.114
11758167,5027426,6318752595334.0,99.764,97.381,88084439685390.0,92275347855543.0,88911960171240.0,66293266241737.0,86675954188367.0,38274496584528.0,3.6623427219975e+26,0.714,5502.0,5404.0,5187.0,5595.0,6042.0,5409.0,5628.0,5456.0,5482.0,5364.0,6160.0,733.949,3422.0,134670.0,2927624.0,-0.22,-0.798,0.105,0.086,0.105,0.058,0.06,0.048,0.06,1.594,8.899,-0.068,1287841261,1021077771,1416157489,1280959923,1040548973,1382497377,1285251692,1202927328,59.805,1711,1510,1486.0,551802,0.756,73.38,1.294,0.799,0.16,169673,166636,164525,168415,55037,56102,54627,55760,15987,50407,50724,51111,49690,52841,0.038,19.875,19.945,20.046,81580,78860,80420,77308,83383,0.087,93.897
12036302,5040956,6352809780071.0,99.764,97.381,88743857470036.0,95400641504639.0,91027235141998.0,67139052092510.0,88050220333035.0,38667939057478.0,3.7380237773821e+26,0.768,5456.0,5512.0,5206.0,5562.0,6059.0,5420.0,5617.0,5430.0,5493.0,5354.0,6147.0,746.289,3395.0,139237.0,2882157.0,-0.236,-0.838,0.106,0.087,0.106,0.058,0.06,0.048,0.061,1.579,8.886,-0.067,1301174177,1033548139,1427021431,1291084145,1049281641,1404401243,1295073093,1212087935,59.738,1688,1503,1470.0,540404,0.742,73.474,1.291,0.8,0.16,169718,166345,164173,168017,55316,55983,54582,55683,15931,50397,50763,50775,49607,52735,0.018,19.883,19.946,20.048,81438,79029,80006,77235,83276,0.062,94.654
12153412,5047382,6369017382807.0,99.764,97.381,89133350194528.0,95635357964194.0,91735538102113.0,67780820339771.0,88811710667001.0,38757892385928.0,3.7554355554979e+26,0.808,5329.0,5454.0,5246.0,5477.0,6070.0,5371.0,5592.0,5315.0,5422.0,5333.0,6128.0,684.631,3378.0,117180.0,2853046.0,-0.25,-0.872,0.107,0.088,0.107,0.059,0.06,0.049,0.061,1.563,8.894,-0.066,1315279718,1045610795,1417998828,1298690086,1057187016,1412902431,1302947886,1220339101,59.24,1683,1495,1471.0,540925,0.728,74.698,1.294,0.799,0.16,171304,166609,164290,168086,55823,55940,54633,55704,15900,50575,50896,50765,49630,52732,0.001,19.891,19.947,20.05,80044,79264,79762,77213,83215,0.039,95.337
12153412,5046732,6367375403541.0,99.764,97.381,90483361286891.0,96885098960574.0,92922042615126.0,68502875320209.0,89796099176543.0,38889944481893.0,3.7810694545118e+26,0.847,5339.0,5473.0,5300.0,5413.0,6083.0,5364.0,5575.0,5322.0,5394.0,5324.0,6112.0,579.517,3357.0,83960.0,2817033.0,-0.263,-0.899,0.108,0.089,0.108,0.06,0.06,0.049,0.061,1.548,8.889,-0.066,1333190599,1057582515,1417687626,1306347269,1065103267,1419204350,1311292147,1228509775,59.34,1586,1506,930.019,216234,0.714,76.496,1.292,0.799,0.16,171721,166458,164196,167941,55933,55852,54639,55680,15834,50561,51044,50974,49726,52800,-0.012,19.899,19.946,20.051,79830,79495,79813,77286,83243,0.018,96.021
12153412,5046336,6366377419091.0,99.764,97.381,92072076487907.0,98505561742284.0,94314696944765.0,69269118721686.0,90910297008646.0,39031451403830.0,3.8086354967239e+26,0.889,5379.0,5442.0,5342.0,5386.0,6100.0,5415.0,5575.0,5435.0,5418.0,5334.0,6101.0,566.065,3333.0,80107.0,2776751.0,-0.274,-0.923,0.107,0.089,0.108,0.06,0.059,0.05,0.062,1.532,8.873,-0.065,1349832583,1069434841,1422364820,1314134027,1073057965,1423900165,1320326027,1236629764,59.455,1538,1493,810.488,164223,0.7,77.738,1.284,0.794,0.158,170882,166010,164021,167716,56259,55773,54696,55711,15733,50812,51123,51032,49773,52818,-0.023,19.907,19.946,20.052,79874,79663,79711,77307,83215,0.0,96.707
12153412,5057770,6395258410585.0,99.764,97.381,93787337039100.0,101428493998520.0,96432376121092.0,70168638986423.0,92413418700516.0,39454732725714.0,3.8916898361438e+26,0.948,5327.0,5368.0,5330.0,5344.0,6114.0,5329.0,5542.0,5282.0,5325.0,5313.0,6078.0,580.835,3304.0,84342.0,2728493.0,-0.284,-0.944,0.107,0.089,0.108,0.061,0.059,0.05,0.062,1.517,8.861,-0.065,1363045029,1081203965,1420382549,1320860882,1080647906,1422887265,1328942010,1244299334,59.303,1489,1495,583.717,85181,0.686,79.811,1.28,0.796,0.158,170115,165642,163653,167305,56226,55756,54684,55676,15737,50717,51324,51045,49805,52821,-0.033,19.913,19.945,20.051,79603,79955,79438,77267,83123,-0.018,97.36
